user_id,tutor_ldap,issue_id,bind_time
302200692,yuzhijunwh,847,2026-04-26 14:46:53.680
315096186,luchenwh02,847,2026-04-27 11:12:18.927
323453120,yuzhijunwh,847,2026-04-26 18:06:48.246
329087756,genghongwei,847,2026-04-26 14:29:41.935
330564160,zhuyuqiong,847,2026-04-24 12:39:53.921
334454316,leibinwh,847,2026-04-26 15:20:00.721
335420154,dengyuanwh,847,2026-04-27 06:13:01.045
337996976,chenjingwh17,847,2026-04-26 17:48:41.589
349102792,dengyuanwh,847,2026-04-26 18:50:33.131
350103392,ningjie,847,2026-04-24 15:13:46.123
352842114,guotongwh01,847,2026-04-24 09:05:34.020
354201776,zhuyuqiong,847,2026-04-26 12:11:35.648
354408850,genghongwei,847,2026-04-26 13:09:26.418
355671190,liuzhiqiangwh,847,2026-04-26 15:34:54.859
356774122,zhuyuqiong,847,2026-04-26 18:24:47.901
358855818,dengyuanwh,847,2026-04-24 17:17:14.108
361679216,liuzhiqiangwh,847,2026-04-24 11:30:01.070
363505314,luchenwh02,847,2026-04-26 19:16:56.566
374822468,chenjingwh17,847,2026-04-24 09:57:06.880
376247826,chenjingwh17,847,2026-04-27 10:44:28.713
385174114,chenjingwh17,847,2026-04-26 11:56:35.295
391804738,guotongwh01,847,2026-04-27 08:38:26.574
391805510,yuzhijunwh,847,2026-04-26 09:52:14.583
395503260,guotongwh01,847,2026-04-27 00:21:34.745
399604270,guotongwh01,847,2026-04-26 05:39:47.451
406160012,chenjingwh17,847,2026-04-26 16:11:19.578
421321260,zhuyuqiong,847,2026-04-24 11:30:01.429
422929518,yangfengyingwh01,847,2026-04-26 10:49:20.127
427606616,guotongwh01,847,2026-04-24 06:58:50.925
428163438,liuzhiqiangwh,847,2026-04-24 14:29:56.888
433564708,wuyuewh08,847,2026-04-26 16:25:40.096
457915812,yangfengyingwh01,847,2026-04-24 14:25:46.450
457938226,zhuyuqiong,847,2026-04-24 17:13:07.451
458311752,chenjingwh17,847,2026-04-24 05:36:52.939
459468332,ningjie,847,2026-04-26 19:49:29.615
459983384,guotongwh01,847,2026-04-26 10:13:27.922
463568538,luchenwh02,847,2026-04-26 19:24:13.853
465253630,chenjingwh17,847,2026-04-26 17:43:29.605
465826884,chenjingwh17,847,2026-04-24 20:40:37.894
473981418,dengyuanwh,847,2026-04-26 10:00:11.193
474038782,chenjingwh17,847,2026-04-26 10:15:52.355
482592414,zhujunyangwh,847,2026-04-26 13:55:02.069
484834360,zhujunyangwh,847,2026-04-26 16:30:29.279
484914682,zhuyuqiong,847,2026-04-24 18:05:29.373
501002272,genghongwei,847,2026-04-27 10:54:36.130
502617596,genghongwei,847,2026-04-26 02:16:05.949
507402605,zhuyuqiong,847,2026-04-24 14:45:31.143
509363662,liuzhiqiangwh,847,2026-04-26 06:21:59.237
509909356,leibinwh,847,2026-04-24 11:30:00.754
513003272,yuzhijunwh,847,2026-04-24 11:30:00.954
517241910,zhujunyangwh,847,2026-04-27 10:47:06.802
524607018,liuzhiqiangwh,847,2026-04-24 19:07:39.440
531804994,chenjingwh17,847,2026-04-24 13:38:28.204
532250764,wuyuewh08,847,2026-04-24 10:45:59.541
537506413,dengyuanwh,847,2026-04-24 11:28:56.723
553983766,chenjingwh17,847,2026-04-24 09:38:37.392
554425880,yangfengyingwh01,847,2026-04-26 11:37:30.063
565649711,leibinwh,847,2026-04-24 09:23:31.331
578427739,zhuyuqiong,847,2026-04-24 09:09:24.510
579503203,dengyuanwh,847,2026-04-27 11:03:31.310
582514174,leibinwh,847,2026-04-24 09:47:43.175
587318082,luchenwh02,847,2026-04-26 10:03:07.588
593089634,zhuyuqiong,847,2026-04-26 14:46:00.406
598586408,chenjingwh17,847,2026-04-26 19:48:59.079
612891661,zhujunyangwh,847,2026-04-26 07:36:58.281
618393459,zhujunyangwh,847,2026-04-25 23:59:34.688
619666539,yuzhijunwh,847,2026-04-26 17:08:31.139
621342912,zhuyuqiong,847,2026-04-26 09:52:22.752
638641115,zhuyuqiong,847,2026-04-24 08:31:45.613
640357103,yuzhijunwh,847,2026-04-27 10:14:03.994
646487613,zhuyuqiong,847,2026-04-26 08:31:14.991
651086835,leibinwh,847,2026-04-24 07:14:09.308
656095090,leibinwh,847,2026-04-24 11:30:00.841
664163978,chenjingwh17,847,2026-04-27 05:46:29.387
670778929,wuyuewh08,847,2026-04-24 11:30:00.916
672393068,huxuhuwh,847,2026-04-24 11:30:00.243
683651515,wuyuewh08,847,2026-04-24 09:12:51.488
683829291,ningjie,847,2026-04-24 11:30:01.185
684901563,ningjie,847,2026-04-26 08:27:34.903
693016261,zhujunyangwh,847,2026-04-26 18:48:41.988
693244304,leibinwh,847,2026-04-24 11:30:01.167
722571485,genghongwei,847,2026-04-24 11:30:00.735
727037248,liuzhiqiangwh,847,2026-04-24 11:30:01.047
729984590,guotongwh01,847,2026-04-24 17:32:00.366
731553602,zhuyuqiong,847,2026-04-26 12:46:46.368
740910707,liuzhiqiangwh,847,2026-04-26 11:56:49.833
745734125,liuzhiqiangwh,847,2026-04-26 14:14:49.051
750086037,leibinwh,847,2026-04-24 11:30:00.916
765161674,wuyuewh08,847,2026-04-24 11:30:01.002
784706279,wuyuewh08,847,2026-04-26 19:49:57.288
786205722,huxuhuwh,847,2026-04-24 11:30:00.267
810339996,liuzhiqiangwh,847,2026-04-26 20:18:00.407
835992228,chenjingwh17,847,2026-04-26 20:47:35.493
840892429,wuyuewh08,847,2026-04-26 19:27:12.518
844470686,ningjie,847,2026-04-24 21:22:05.813
845235624,guotongwh01,847,2026-04-26 20:38:05.074
853050807,ningjie,847,2026-04-26 15:39:45.122
932620685,leibinwh,847,2026-04-26 13:58:31.640
965996122,huxuhuwh,847,2026-04-26 15:15:42.723
996556463,yuzhijunwh,847,2026-04-26 08:19:04.246
1007733086,huxuhuwh,847,2026-04-24 18:27:33.283
1046402750,liuzhiqiangwh,847,2026-04-26 20:33:56.429
1056619486,guotongwh01,847,2026-04-26 18:48:09.096
1057606488,zhuyuqiong,847,2026-04-24 13:39:07.541
1060183304,zhuyuqiong,847,2026-04-26 06:50:41.332
1063902872,guotongwh01,847,2026-04-26 11:15:15.765
1076044688,wuyuewh08,847,2026-04-24 11:30:00.917
1076443868,zhuyuqiong,847,2026-04-24 11:30:01.444
1086363346,ningjie,847,2026-04-24 20:27:52.805
1087624540,luchenwh02,847,2026-04-24 21:15:31.871
1094625694,guotongwh01,847,2026-04-24 06:09:06.043
1101708031,leibinwh,847,2026-04-24 21:21:54.554
1102005983,genghongwei,847,2026-04-26 06:55:09.522
1102024422,yangfengyingwh01,847,2026-04-24 07:44:06.440
1106916348,chenjingwh17,847,2026-04-24 11:49:24.442
1107314018,yuzhijunwh,847,2026-04-26 19:06:02.075
1108205271,dengyuanwh,847,2026-04-24 18:00:14.089
1112957369,yangfengyingwh01,847,2026-04-26 18:46:11.381
1114880153,luchenwh02,847,2026-04-26 10:11:07.975
1130925292,huxuhuwh,847,2026-04-24 11:30:00.342
1133473087,ningjie,847,2026-04-24 11:30:00.925
1133493047,yangfengyingwh01,847,2026-04-24 09:40:03.309
1133496061,luchenwh02,847,2026-04-24 11:30:00.262
1133497408,yuzhijunwh,847,2026-04-24 13:58:51.952
1133506670,wuyuewh08,847,2026-04-24 11:39:00.746
1133508321,genghongwei,847,2026-04-24 06:38:48.700
1133524280,yangfengyingwh01,847,2026-04-24 11:20:25.498
1133525001,liuzhiqiangwh,847,2026-04-24 17:56:43.106
1133529306,leibinwh,847,2026-04-24 19:54:08.551
1133591662,zhujunyangwh,847,2026-04-25 11:30:22.846
1133730780,yangfengyingwh01,847,2026-04-26 00:03:46.620
1133745176,ningjie,847,2026-04-26 10:08:33.711
1133765496,huxuhuwh,847,2026-04-26 13:12:10.768
1133773715,luchenwh02,847,2026-04-26 15:38:23.889
1133785089,yangfengyingwh01,847,2026-04-26 14:26:37.845
1133826972,dengyuanwh,847,2026-04-26 18:01:24.087
1133842002,luchenwh02,847,2026-04-26 14:01:23.810
1133850439,dengyuanwh,847,2026-04-26 17:38:15.398
1133851090,dengyuanwh,847,2026-04-26 20:50:24.399
1133854579,genghongwei,847,2026-04-26 18:05:26.179
1133860052,zhuyuqiong,847,2026-04-26 17:10:48.081
1133877209,ningjie,847,2026-04-27 10:39:19.717
1133898452,dengyuanwh,847,2026-04-27 09:00:18.829
